x,y,z,e
f1000(u32),f1000(u32),f1000(u32),f1000(s64)
76.326,155.705,8.250,881.093
76.326,156.239,8.250,881.110
78.945,158.858,8.250,881.226
78.945,159.392,8.250,881.242
76.156,156.603,8.250,881.366
76.585,157.565,8.250,881.366
78.945,159.925,8.250,881.471
78.945,160.459,8.250,881.488
76.755,158.269,8.250,881.585
76.755,158.802,8.250,881.602
78.945,160.992,8.250,881.699
78.945,161.526,8.250,881.715
76.755,159.336,8.250,881.813
76.755,159.869,8.250,881.829
78.945,162.059,8.250,881.927
78.945,162.593,8.250,881.943
76.755,160.403,8.250,882.040
76.755,160.936,8.250,882.057
78.945,163.126,8.250,882.154
78.945,163.660,8.250,882.171
76.755,161.470,8.250,882.268
76.755,162.003,8.250,882.285
78.945,164.194,8.250,882.382
78.945,164.727,8.250,882.399
76.755,162.537,8.250,882.496
76.755,163.070,8.250,882.513
78.945,165.261,8.250,882.610
78.945,165.794,8.250,882.627
76.755,163.604,8.250,882.724
76.755,164.137,8.250,882.741
78.779,166.161,8.250,882.830
78.245,166.161,8.250,882.847
76.755,164.671,8.250,882.913
76.755,165.204,8.250,882.930
77.712,166.161,8.250,882.972
77.178,166.161,8.250,882.989
76.585,165.568,8.250,883.016
76.585,165.568,8.250,879.516
77.178,166.161,8.250,879.117
77.712,166.161,8.250,878.864
76.755,165.204,8.250,878.221
76.755,164.930,8.250,878.091
76.755,164.930,8.250,878.016
76.755,164.930,8.450,878.016
79.188,151.202,8.450,878.016
79.188,151.202,8.450,883.016
79.481,151.202,8.450,883.025
79.481,157.519,8.450,883.223
79.188,157.519,8.450,883.232
79.188,166.519,8.450,883.514
76.512,166.519,8.450,883.598
76.512,157.519,8.450,883.880
76.219,157.519,8.450,883.889
76.219,151.202,8.450,884.087
76.512,151.202,8.450,884.097
76.512,136.202,8.450,884.567
79.188,136.202,8.450,884.651
79.188,151.142,8.450,885.119
79.565,150.825,8.450,885.119
79.858,150.825,8.450,885.128
79.858,157.897,8.450,885.350
79.565,157.897,8.450,885.359
79.565,166.897,8.450,885.642
76.135,166.897,8.450,885.749
76.135,157.897,8.450,886.031
75.842,157.897,8.450,886.041
75.842,150.825,8.450,886.262
76.135,150.825,8.450,886.271
76.135,135.825,8.450,886.742
79.565,135.825,8.450,886.849
79.565,150.765,8.450,887.318
79.942,150.448,8.450,887.318
80.235,150.448,8.450,887.327
80.235,158.274,8.450,887.572
79.942,158.274,8.450,887.581
79.942,167.274,8.450,887.864
75.758,167.274,8.450,887.995
75.758,158.274,8.450,888.277
75.465,158.274,8.450,888.286
75.465,150.448,8.450,888.532
75.758,150.448,8.450,888.541
75.758,135.448,8.450,889.011
79.942,135.448,8.450,889.142
79.942,150.388,8.450,889.611
80.319,150.071,8.450,889.611
80.612,150.071,8.450,889.620
80.612,158.651,8.450,889.889
80.319,158.651,8.450,889.898
80.319,167.651,8.450,890.180
75.381,167.651,8.450,890.335
75.381,158.651,8.450,890.617
75.088,158.651,8.450,890.626
75.088,150.071,8.450,890.895
75.381,150.071,8.450,890.905
75.381,135.071,8.450,891.375
80.319,135.071,8.450,891.530
80.319,150.011,8.450,891.998
80.350,150.362,8.450,891.998
78.229,166.331,8.450,891.998
78.830,165.730,8.450,892.025
78.830,165.192,8.450,892.042
77.860,166.161,8.450,892.086
77.322,166.161,8.450,892.103
78.830,164.653,8.450,892.170
78.830,164.115,8.450,892.187
76.870,166.074,8.450,892.275
76.870,165.535,8.450,892.292
78.830,163.576,8.450,892.380
78.830,163.037,8.450,892.397
76.870,164.997,8.450,892.485
76.870,164.458,8.450,892.502
78.830,162.499,8.450,892.589
78.830,161.960,8.450,892.606
76.870,163.920,8.450,892.694
76.870,163.381,8.450,892.711
78.830,161.422,8.450,892.799
78.830,160.883,8.450,892.816
76.870,162.843,8.450,892.904
76.870,162.304,8.450,892.921
78.830,160.345,8.450,893.008
78.830,159.806,8.450,893.026
76.870,161.765,8.450,893.113
76.870,161.227,8.450,893.130
78.830,159.267,8.450,893.218
78.830,158.729,8.450,893.235
76.870,160.688,8.450,893.323
76.870,160.150,8.450,893.340
78.830,158.190,8.450,893.428
78.830,157.652,8.450,893.445
76.870,159.611,8.450,893.532
76.870,159.072,8.450,893.549
79.122,156.821,8.450,893.650
79.122,156.282,8.450,893.667
76.870,158.534,8.450,893.768
76.870,157.995,8.450,893.785
79.122,155.743,8.450,893.886
79.122,155.205,8.450,893.903
76.870,157.457,8.450,894.004
76.870,157.161,8.450,894.013
76.627,157.161,8.450,894.021
79.122,154.666,8.450,894.133
79.122,154.128,8.450,894.150
76.578,156.672,8.450,894.264
76.578,156.134,8.450,894.281
79.122,153.589,8.450,894.395
79.122,153.050,8.450,894.412
76.578,155.595,8.450,894.526
76.578,155.057,8.450,894.543
79.122,152.512,8.450,894.657
79.122,151.973,8.450,894.674
76.578,154.518,8.450,894.788
76.578,153.979,8.450,894.805
78.997,151.560,8.450,894.913
78.830,151.560,8.450,894.919
78.830,151.189,8.450,894.930
76.578,153.441,8.450,895.031
76.578,152.902,8.450,895.048
78.830,150.650,8.450,895.149
78.830,150.112,8.450,895.166
76.578,152.364,8.450,895.267
76.578,151.825,8.450,895.284
78.830,149.573,8.450,895.385
78.830,149.035,8.450,895.402
76.870,150.994,8.450,895.490
76.870,150.455,8.450,895.507
78.830,148.496,8.450,895.594
78.830,147.957,8.450,895.611
76.870,149.917,8.450,895.699
76.870,149.378,8.450,895.716
78.830,147.419,8.450,895.804
78.830,146.880,8.450,895.821
76.870,148.840,8.450,895.909
76.870,148.301,8.450,895.926
78.830,146.342,8.450,896.014
78.830,145.803,8.450,896.031
76.870,147.762,8.450,896.118
76.870,147.224,8.450,896.135
78.830,145.265,8.450,896.223
78.830,144.726,8.450,896.240
76.870,146.685,8.450,896.328
76.870,146.147,8.450,896.345
78.830,144.187,8.450,896.433
78.830,143.649,8.450,896.450
76.870,145.608,8.450,896.538
76.870,145.070,8.450,896.555
78.830,143.110,8.450,896.642
78.830,142.572,8.450,896.659
76.870,144.531,8.450,896.747
76.870,143.992,8.450,896.764
78.830,142.033,8.450,896.852
78.830,141.494,8.450,896.869
76.870,143.454,8.450,896.957
76.870,142.915,8.450,896.974
78.830,140.956,8.450,897.061
78.830,140.417,8.450,897.079
76.870,142.377,8.450,897.166
76.870,141.838,8.450,897.183
78.830,139.879,8.450,897.271
78.830,139.340,8.450,897.288
76.870,141.300,8.450,897.376
76.870,140.761,8.450,897.393
78.830,138.802,8.450,897.481
78.830,138.263,8.450,897.498
76.870,140.222,8.450,897.585
76.870,139.684,8.450,897.602
78.830,137.724,8.450,897.690
78.830,137.186,8.450,897.707
76.870,139.145,8.450,897.795
76.870,138.607,8.450,897.812
78.830,136.647,8.450,897.900
78.830,136.560,8.450,897.903
78.378,136.560,8.450,897.917
76.870,138.068,8.450,897.984
76.870,137.529,8.450,898.001
77.840,136.560,8.450,898.045
77.301,136.560,8.450,898.062
76.701,137.161,8.450,898.089
76.701,137.161,8.450,894.589
77.301,136.560,8.450,894.185
77.840,136.560,8.450,893.930
76.870,137.529,8.450,893.278
76.870,137.771,8.450,893.164
76.870,137.771,8.450,893.089
76.870,137.771,8.650,893.089
76.628,136.202,8.650,893.089
76.628,136.202,8.650,898.089
79.072,136.202,8.650,898.165
79.072,151.202,8.650,898.636
79.189,151.202,8.650,898.639
79.189,157.519,8.650,898.837
79.072,157.519,8.650,898.841
79.072,166.519,8.650,899.123
76.628,166.519,8.650,899.200
76.628,157.519,8.650,899.482
76.511,157.519,8.650,899.486
76.511,151.202,8.650,899.684
76.628,151.202,8.650,899.688
76.628,136.262,8.650,900.156
76.251,135.825,8.650,900.156
79.449,135.825,8.650,900.256
79.449,150.825,8.650,900.727
79.566,150.825,8.650,900.730
79.566,157.897,8.650,900.952
79.449,157.897,8.650,900.956
79.449,166.897,8.650,901.238
76.251,166.897,8.650,901.338
76.251,157.897,8.650,901.620
76.134,157.897,8.650,901.624
76.134,150.825,8.650,901.846
76.251,150.825,8.650,901.849
76.251,135.885,8.650,902.318
75.873,135.448,8.650,902.318
79.827,135.448,8.650,902.442
79.827,150.448,8.650,902.912
79.943,150.448,8.650,902.916
79.943,158.274,8.650,903.161
79.827,158.274,8.650,903.165
79.827,167.274,8.650,903.447
75.873,167.274,8.650,903.571
75.873,158.274,8.650,903.853
75.757,158.274,8.650,903.857
75.757,150.448,8.650,904.102
75.873,150.448,8.650,904.106
75.873,135.508,8.650,904.574
75.496,135.071,8.650,904.574
80.204,135.071,8.650,904.722
80.204,150.071,8.650,905.192
80.320,150.071,8.650,905.196
80.320,158.651,8.650,905.465
80.204,158.651,8.650,905.468
80.204,167.651,8.650,905.751
75.496,167.651,8.650,905.898
75.496,158.651,8.650,906.180
75.380,158.651,8.650,906.184
75.380,150.071,8.650,906.453
75.496,150.071,8.650,906.457
75.496,135.131,8.650,906.925
75.842,135.272,8.650,906.925
75.842,135.272,8.650,901.925
78.884,137.155,8.650,901.925
78.884,137.155,8.650,906.925
78.289,136.560,8.650,906.952
77.754,136.560,8.650,906.968
78.714,137.520,8.650,907.011
78.714,138.055,8.650,907.028
77.220,136.560,8.650,907.094
76.986,136.560,8.650,907.102
76.986,136.861,8.650,907.111
78.714,138.589,8.650,907.188
78.714,139.124,8.650,907.205
76.986,137.396,8.650,907.282
76.986,137.930,8.650,907.298
78.714,139.659,8.650,907.375
78.714,140.194,8.650,907.392
76.986,138.465,8.650,907.469
76.986,139.000,8.650,907.486
78.714,140.728,8.650,907.563
78.714,141.263,8.650,907.579
76.986,139.535,8.650,907.656
76.986,140.069,8.650,907.673
78.714,141.798,8.650,907.750
78.714,142.332,8.650,907.767
76.986,140.604,8.650,907.844
76.986,141.139,8.650,907.860
78.714,142.867,8.650,907.937
78.714,143.402,8.650,907.954
76.986,141.674,8.650,908.031
76.986,142.208,8.650,908.048
78.714,143.937,8.650,908.125
78.714,144.471,8.650,908.141
76.986,142.743,8.650,908.218
76.986,143.278,8.650,908.235
78.714,145.006,8.650,908.312
78.714,145.541,8.650,908.329
76.986,143.812,8.650,908.406
76.986,144.347,8.650,908.422
78.714,146.076,8.650,908.499
78.714,146.610,8.650,908.516
76.986,144.882,8.650,908.593
76.986,145.417,8.650,908.610
78.714,147.145,8.650,908.686
78.714,147.680,8.650,908.703
76.986,145.951,8.650,908.780
76.986,146.486,8.650,908.797
78.714,148.214,8.650,908.874
78.714,148.749,8.650,908.891
76.986,147.021,8.650,908.967
76.986,147.556,8.650,908.984
78.714,149.284,8.650,909.061
78.714,149.819,8.650,909.078
76.986,148.090,8.650,909.155
76.986,148.625,8.650,909.172
78.714,150.353,8.650,909.248
78.714,150.888,8.650,909.265
76.986,149.160,8.650,909.342
76.986,149.694,8.650,909.359
78.714,151.423,8.650,909.436
78.714,151.560,8.650,909.440
78.830,151.560,8.650,909.444
78.830,152.074,8.650,909.460
76.986,150.229,8.650,909.542
76.986,150.764,8.650,909.559
78.830,152.609,8.650,909.641
78.830,153.143,8.650,909.658
76.986,151.299,8.650,909.740
76.986,151.560,8.650,909.748
76.870,151.560,8.650,909.751
76.870,151.717,8.650,909.756
78.830,153.678,8.650,909.844
78.830,154.213,8.650,909.860
76.870,152.252,8.650,909.948
76.870,152.787,8.650,909.964
78.830,154.747,8.650,910.052
78.830,155.282,8.650,910.068
76.870,153.321,8.650,910.156
76.870,153.856,8.650,910.172
78.830,155.817,8.650,910.260
78.830,156.352,8.650,910.276
76.870,154.391,8.650,910.364
76.870,154.925,8.650,910.380
78.830,156.886,8.650,910.468
78.830,157.161,8.650,910.476
78.714,157.161,8.650,910.480
78.714,157.305,8.650,910.484
76.870,155.460,8.650,910.566
76.870,155.995,8.650,910.583
78.714,157.840,8.650,910.665
78.714,158.374,8.650,910.682
76.870,156.530,8.650,910.764
76.870,157.064,8.650,910.781
78.714,158.909,8.650,910.863
78.714,159.444,8.650,910.880
76.986,157.715,8.650,910.957
76.986,158.250,8.650,910.973
78.714,159.978,8.650,911.050
78.714,160.513,8.650,911.067
76.986,158.785,8.650,911.144
76.986,159.320,8.650,911.161
78.714,161.048,8.650,911.238
78.714,161.583,8.650,911.254
76.986,159.854,8.650,911.331
76.986,160.389,8.650,911.348
78.714,162.117,8.650,911.425
78.714,162.652,8.650,911.442
76.986,160.924,8.650,911.519
76.986,161.458,8.650,911.535
78.714,163.187,8.650,911.612
78.714,163.722,8.650,911.629
76.986,161.993,8.650,911.706
76.986,162.528,8.650,911.723
78.714,164.256,8.650,911.799
78.714,164.791,8.650,911.816
76.986,163.063,8.650,911.893
76.986,163.597,8.650,911.910
78.714,165.326,8.650,911.987
78.714,165.860,8.650,912.004
76.986,164.132,8.650,912.080
76.986,164.667,8.650,912.097
78.480,166.161,8.650,912.164
77.946,166.161,8.650,912.181
76.986,165.202,8.650,912.223
76.986,165.736,8.650,912.240
77.580,166.331,8.650,912.266
77.580,166.331,8.650,908.766
76.986,165.736,8.650,908.367
76.986,165.202,8.650,908.113
77.946,166.161,8.650,907.468
78.213,166.161,8.650,907.341
78.213,166.161,8.650,907.266
133.898,150.840,8.650,907.266
138.500,149.573,8.650,907.266
138.500,149.573,0.250,907.266
141.955,141.233,0.250,907.266
141.955,141.233,0.250,912.266
146.840,146.119,0.250,912.530
146.840,153.028,0.250,912.793
141.955,157.913,0.250,913.056
135.045,157.913,0.250,913.319
130.160,153.028,0.250,913.582
130.160,146.119,0.250,913.845
135.045,141.233,0.250,914.108
141.895,141.233,0.250,914.369
142.007,141.630,0.250,914.369
141.803,141.600,0.250,914.369
146.474,146.271,0.250,914.620
146.474,152.876,0.250,914.872
141.803,157.547,0.250,915.123
135.197,157.547,0.250,915.375
130.526,152.876,0.250,915.626
130.526,146.271,0.250,915.878
135.197,141.600,0.250,916.130
141.743,141.600,0.250,916.379
141.651,141.966,0.250,916.379
146.107,146.422,0.250,916.619
146.107,152.724,0.250,916.859
141.651,157.181,0.250,917.099
135.349,157.181,0.250,917.339
130.893,152.724,0.250,917.579
130.893,146.422,0.250,917.819
135.349,141.966,0.250,918.059
141.591,141.966,0.250,918.296
141.500,142.333,0.250,918.296
145.741,146.574,0.250,918.525
145.741,152.573,0.250,918.753
141.499,156.814,0.250,918.981
135.501,156.814,0.250,919.210
131.259,152.573,0.250,919.438
131.259,146.574,0.250,919.667
135.501,142.332,0.250,919.895
141.440,142.333,0.250,920.121
141.440,142.333,0.250,915.121
141.237,144.833,0.250,915.121
141.237,144.833,0.250,920.121
143.973,149.573,0.250,920.330
141.237,154.314,0.250,920.538
135.763,154.314,0.250,920.746
133.027,149.573,0.250,920.955
135.763,144.833,0.250,921.163
141.177,144.833,0.250,921.369
141.583,144.633,0.250,921.369
141.583,144.633,0.250,916.369
135.552,144.467,0.250,916.369
135.552,144.467,0.250,921.369
141.448,144.467,0.250,921.594
144.396,149.573,0.250,921.818
141.448,154.680,0.250,922.043
135.552,154.680,0.250,922.268
132.604,149.573,0.250,922.492
135.522,144.519,0.250,922.714
135.340,144.101,0.250,922.714
141.660,144.101,0.250,922.955
144.819,149.573,0.250,923.196
141.660,155.046,0.250,923.436
135.340,155.046,0.250,923.677
132.181,149.573,0.250,923.917
135.310,144.153,0.250,924.156
135.129,143.734,0.250,924.156
141.871,143.734,0.250,924.413
145.242,149.573,0.250,924.669
141.871,155.413,0.250,924.926
135.129,155.413,0.250,925.183
131.758,149.573,0.250,925.439
135.099,143.786,0.250,925.694
135.099,143.786,0.250,920.694
141.187,142.516,0.250,920.694
141.187,142.516,0.250,925.694
145.393,146.721,0.250,925.923
145.393,147.245,0.250,925.943
142.808,144.660,0.250,926.084
143.523,145.900,0.250,926.139
145.393,147.769,0.250,926.241
145.393,148.293,0.250,926.261
144.239,147.139,0.250,926.324
144.955,148.379,0.250,926.379
145.292,148.716,0.250,926.397
145.292,148.716,0.250,921.397
141.699,143.551,0.250,921.397
141.699,143.551,0.250,926.397
140.828,142.681,0.250,926.445
140.304,142.681,0.250,926.465
141.010,143.386,0.250,926.503
140.486,143.386,0.250,926.524
139.780,142.681,0.250,926.562
139.256,142.681,0.250,926.582
139.962,143.386,0.250,926.621
139.438,143.386,0.250,926.641
138.732,142.681,0.250,926.679
138.208,142.681,0.250,926.699
138.914,143.386,0.250,926.738
138.390,143.386,0.250,926.758
137.684,142.681,0.250,926.796
137.160,142.681,0.250,926.817
137.866,143.386,0.250,926.855
137.342,143.386,0.250,926.875
136.636,142.681,0.250,926.914
136.112,142.680,0.250,926.934
136.818,143.386,0.250,926.972
136.294,143.386,0.250,926.993
135.616,142.709,0.250,927.029
135.354,142.971,0.250,927.044
135.770,143.386,0.250,927.066
135.246,143.386,0.250,927.086
134.976,143.116,0.250,927.101
134.714,143.378,0.250,927.101
134.852,143.517,0.250,927.109
134.661,143.849,0.250,927.123
134.568,143.757,0.250,927.129
134.306,144.019,0.250,927.143
134.469,144.181,0.250,927.152
134.277,144.513,0.250,927.166
134.044,144.281,0.250,927.179
133.782,144.543,0.250,927.193
134.085,144.846,0.250,927.210
133.893,145.178,0.250,927.225
133.520,144.805,0.250,927.245
133.258,145.067,0.250,927.259
133.702,145.510,0.250,927.283
133.510,145.842,0.250,927.298
132.996,145.329,0.250,927.326
132.734,145.591,0.250,927.340
133.318,146.174,0.250,927.372
133.126,146.507,0.250,927.387
132.472,145.853,0.250,927.422
132.210,146.115,0.250,927.437
132.934,146.839,0.250,927.476
132.743,147.171,0.250,927.491
131.948,146.377,0.250,927.534
131.686,146.639,0.250,927.548
132.551,147.503,0.250,927.596
132.359,147.836,0.250,927.610
131.607,147.084,0.250,927.651
131.607,147.608,0.250,927.671
132.167,148.168,0.250,927.702
131.975,148.500,0.250,927.717
131.442,147.967,0.250,927.746
131.498,148.899,0.250,927.746
131.498,150.248,0.250,927.761
131.498,150.248,0.250,922.761
135.836,144.960,0.250,922.761
141.164,144.960,0.250,922.761
144.904,150.526,0.250,922.761
144.904,150.526,0.250,927.761
145.393,151.015,0.250,927.788
145.393,151.539,0.250,927.808
144.833,150.979,0.250,927.839
144.641,151.311,0.250,927.853
145.393,152.063,0.250,927.894
145.393,152.429,0.250,927.908
145.314,152.508,0.250,927.913
144.449,151.644,0.250,927.960
144.257,151.976,0.250,927.975
145.052,152.770,0.250,928.018
144.790,153.032,0.250,928.032
144.066,152.308,0.250,928.072
143.874,152.640,0.250,928.086
144.528,153.294,0.250,928.122
144.266,153.556,0.250,928.136
143.682,152.972,0.250,928.168
143.490,153.305,0.250,928.183
144.004,153.818,0.250,928.211
143.742,154.080,0.250,928.225
143.298,153.637,0.250,928.249
143.107,153.969,0.250,928.264
143.479,154.342,0.250,928.284
143.217,154.604,0.250,928.299
142.915,154.301,0.250,928.315
142.723,154.633,0.250,928.330
142.955,154.866,0.250,928.342
142.693,155.128,0.250,928.357
142.531,154.966,0.250,928.366
142.339,155.298,0.250,928.380
142.431,155.390,0.250,928.385
142.169,155.652,0.250,928.400
142.027,155.509,0.250,928.407
141.589,155.596,0.250,928.407
141.907,155.914,0.250,928.425
141.645,156.176,0.250,928.439
141.230,155.761,0.250,928.462
140.706,155.761,0.250,928.482
141.383,156.438,0.250,928.519
141.355,156.466,0.250,928.520
140.888,156.466,0.250,928.538
140.182,155.761,0.250,928.577
139.658,155.761,0.250,928.597
140.364,156.466,0.250,928.635
139.840,156.466,0.250,928.656
139.134,155.761,0.250,928.694
138.610,155.761,0.250,928.714
139.316,156.466,0.250,928.753
138.792,156.466,0.250,928.773
138.086,155.761,0.250,928.811
137.562,155.761,0.250,928.831
138.268,156.466,0.250,928.870
137.744,156.466,0.250,928.890
137.038,155.761,0.250,928.928
136.514,155.761,0.250,928.949
137.220,156.466,0.250,928.987
136.696,156.466,0.250,929.007
135.990,155.761,0.250,929.046
135.466,155.761,0.250,929.066
136.172,156.466,0.250,929.104
135.648,156.466,0.250,929.124
134.925,155.744,0.250,929.164
134.925,155.744,0.250,924.164
132.496,151.218,0.250,924.164
132.496,151.218,0.250,929.164
131.873,150.596,0.250,929.198
131.607,150.596,0.250,929.208
131.607,150.854,0.250,929.218
132.761,152.008,0.250,929.281
133.477,153.247,0.250,929.336
131.607,151.378,0.250,929.438
131.607,151.902,0.250,929.458
134.193,154.487,0.250,929.599
134.908,155.727,0.250,929.654
131.442,152.261,0.250,929.843
131.442,152.261,0.250,924.843
135.836,154.187,0.250,924.843
141.164,154.187,0.250,924.843
145.502,150.248,0.250,924.843
145.502,150.248,0.250,929.843
145.502,148.899,0.250,929.858
145.502,148.899,0.250,926.358
145.502,150.248,0.250,925.718
145.502,150.248,0.250,924.858
145.502,150.248,0.450,924.858
141.167,144.955,0.450,924.858
135.168,143.802,0.450,924.858
135.168,143.802,0.450,929.858
141.832,143.802,0.450,930.067
145.164,149.573,0.450,930.276
141.832,155.345,0.450,930.485
135.168,155.345,0.450,930.694
131.836,149.573,0.450,930.903
135.138,143.854,0.450,931.110
135.386,144.179,0.450,931.110
141.614,144.179,0.450,931.305
144.729,149.573,0.450,931.501
141.614,154.968,0.450,931.696
135.386,154.968,0.450,931.891
132.271,149.573,0.450,932.087
135.356,144.231,0.450,932.280
135.603,144.556,0.450,932.280
141.397,144.556,0.450,932.462
144.293,149.573,0.450,932.643
141.397,154.591,0.450,932.825
135.603,154.591,0.450,933.007
132.707,149.573,0.450,933.188
135.573,144.608,0.450,933.368
135.821,144.933,0.450,933.368
141.179,144.933,0.450,933.536
