x,y,z,e
f1000(u32),f1000(u32),f1000(u32),f1000(s64)
124.360,71.837,2.650,2140.490
124.514,72.635,2.650,2140.516
124.558,73.050,2.650,2140.529
124.570,73.863,2.650,2140.554
124.486,74.672,2.650,2140.580
124.389,75.155,2.650,2140.595
124.754,75.249,2.650,2140.595
124.537,75.996,2.650,2140.620
124.213,76.770,2.650,2140.646
123.995,77.183,2.650,2140.661
123.541,77.888,2.650,2140.687
123.278,78.227,2.650,2140.700
122.995,78.550,2.650,2140.714
122.681,78.869,2.650,2140.728
122.362,79.156,2.650,2140.741
122.027,79.424,2.650,2140.755
121.329,79.889,2.650,2140.781
120.919,80.112,2.650,2140.796
120.150,80.447,2.650,2140.822
119.743,80.584,2.650,2140.835
119.329,80.696,2.650,2140.849
118.891,80.788,2.650,2140.863
118.467,80.850,2.650,2140.876
118.039,80.888,2.650,2140.890
117.610,80.901,2.650,2140.903
117.182,80.888,2.650,2140.917
116.754,80.850,2.650,2140.930
116.330,80.788,2.650,2140.944
115.892,80.696,2.650,2140.958
115.478,80.584,2.650,2140.971
115.071,80.447,2.650,2140.985
114.302,80.112,2.650,2141.011
113.892,79.889,2.650,2141.025
113.194,79.424,2.650,2141.052
112.859,79.156,2.650,2141.065
112.540,78.869,2.650,2141.079
112.226,78.550,2.650,2141.093
111.943,78.227,2.650,2141.106
111.680,77.888,2.650,2141.120
111.225,77.183,2.650,2141.146
111.008,76.770,2.650,2141.161
110.684,75.996,2.650,2141.187
110.549,75.570,2.650,2141.201
110.443,75.154,2.650,2141.214
110.362,74.732,2.650,2141.228
110.306,74.307,2.650,2141.241
110.274,73.879,2.650,2141.255
110.268,73.450,2.650,2141.268
110.287,73.021,2.650,2141.282
110.331,72.595,2.650,2141.295
110.399,72.171,2.650,2141.309
110.497,71.734,2.650,2141.323
110.616,71.322,2.650,2141.336
110.758,70.917,2.650,2141.349
111.105,70.153,2.650,2141.376
111.334,69.747,2.650,2141.390
111.809,69.056,2.650,2141.417
112.082,68.724,2.650,2141.430
112.374,68.410,2.650,2141.444
112.697,68.100,2.650,2141.458
113.024,67.823,2.650,2141.471
113.367,67.565,2.650,2141.485
114.079,67.120,2.650,2141.511
114.495,66.909,2.650,2141.525
115.273,66.596,2.650,2141.552
115.702,66.467,2.650,2141.566
116.119,66.367,2.650,2141.579
116.541,66.293,2.650,2141.593
117.377,66.218,2.650,2141.619
117.844,66.218,2.650,2141.634
118.679,66.293,2.650,2141.660
119.102,66.367,2.650,2141.673
119.519,66.467,2.650,2141.687
119.948,66.596,2.650,2141.701
120.350,66.745,2.650,2141.714
120.743,66.916,2.650,2141.728
121.126,67.111,2.650,2141.741
121.496,67.327,2.650,2141.755
121.869,67.576,2.650,2141.769
122.524,68.100,2.650,2141.795
122.834,68.397,2.650,2141.808
123.126,68.711,2.650,2141.822
123.412,69.056,2.650,2141.836
123.665,69.402,2.650,2141.849
123.897,69.763,2.650,2141.863
124.108,70.136,2.650,2141.876
124.297,70.522,2.650,2141.890
124.469,70.935,2.650,2141.904
124.605,71.322,2.650,2141.917
124.727,71.750,2.650,2141.931
124.888,72.579,2.650,2141.957
124.934,73.022,2.650,2141.971
124.953,73.450,2.650,2141.985
124.946,73.879,2.650,2141.998
124.915,74.307,2.650,2142.011
124.859,74.732,2.650,2142.025
124.769,75.191,2.650,2142.040
124.369,75.359,2.650,2142.040
123.614,74.842,2.650,2142.040
123.818,74.272,2.650,2142.060
124.005,73.721,2.650,2142.076
124.004,73.330,2.650,2142.076
123.611,72.277,2.650,2142.112
122.980,70.889,2.650,2142.112
122.606,70.242,2.650,2142.116
120.628,67.915,2.650,2142.116
119.507,67.715,2.650,2142.154
117.980,67.573,2.650,2142.154
117.240,67.573,2.650,2142.158
115.714,67.715,2.650,2142.158
115.155,67.815,2.650,2142.178
114.596,67.915,2.650,2142.198
112.615,70.241,2.650,2142.198
112.240,70.890,2.650,2142.201
111.602,72.276,2.650,2142.201
111.409,72.818,2.650,2142.223
111.216,73.361,2.650,2142.241
111.216,73.721,2.650,2142.241
111.310,73.997,2.650,2142.249
111.403,74.272,2.650,2142.258
111.497,74.548,2.650,2142.268
111.606,74.842,2.650,2142.279
112.242,76.229,2.650,2142.279
112.621,76.883,2.650,2142.283
113.297,78.282,2.650,2142.283
113.637,78.286,2.650,2142.293
114.253,79.003,2.650,2142.322
114.566,79.183,2.650,2142.322
114.868,79.241,2.650,2142.330
115.170,79.300,2.650,2142.340
115.472,79.358,2.650,2142.351
115.722,79.399,2.650,2142.361
117.210,79.541,2.650,2142.361
118.011,79.541,2.650,2142.364
119.499,79.399,2.650,2142.364
120.051,79.300,2.650,2142.385
120.655,79.183,2.650,2142.402
120.968,79.003,2.650,2142.402
121.173,78.764,2.650,2142.412
121.378,78.525,2.650,2142.422
121.584,78.286,2.650,2142.434
121.924,78.282,2.650,2142.446
122.600,76.883,2.650,2142.446
122.978,76.229,2.650,2142.450
122.978,76.229,2.650,2138.950
122.600,76.883,2.650,2138.591
122.600,76.883,2.650,2137.450
122.978,76.229,2.650,2137.450
122.978,76.229,2.650,2137.450
124.311,76.668,2.650,2137.450
131.615,79.073,2.650,2137.450
131.615,79.073,2.650,2142.450
132.037,79.296,2.650,2142.465
132.514,79.731,2.650,2142.486
132.820,80.292,2.650,2142.506
132.938,80.761,2.650,2142.521
132.931,81.402,2.650,2142.541
132.721,81.997,2.650,2142.561
132.524,82.293,2.650,2142.572
129.253,86.377,2.650,2142.736
128.659,86.753,2.650,2142.758
127.972,86.912,2.650,2142.780
127.322,86.841,2.650,2142.801
126.887,86.674,2.650,2142.815
126.382,86.324,2.650,2142.834
126.121,85.971,2.650,2142.848
125.060,86.643,2.650,2142.888
124.108,87.140,2.650,2142.921
123.295,87.497,2.650,2142.949
122.292,87.868,2.650,2142.983
122.029,87.944,2.650,2142.991
122.119,88.415,2.650,2143.006
122.076,89.059,2.650,2143.026
121.828,89.648,2.650,2143.046
121.535,90.032,2.650,2143.062
121.030,90.426,2.650,2143.082
120.433,90.633,2.650,2143.102
120.079,90.664,2.650,2143.113
114.841,90.652,2.650,2143.277
114.181,90.421,2.650,2143.299
113.629,89.985,2.650,2143.321
113.280,89.432,2.650,2143.341
113.139,88.988,2.650,2143.356
113.098,88.375,2.650,2143.375
113.211,87.950,2.650,2143.389
112.928,87.868,2.650,2143.398
111.926,87.497,2.650,2143.432
111.113,87.140,2.650,2143.460
110.161,86.643,2.650,2143.493
109.117,85.983,2.650,2143.532
108.805,86.346,2.650,2143.547
108.275,86.714,2.650,2143.567
107.660,86.888,2.650,2143.587
107.177,86.898,2.650,2143.602
106.554,86.748,2.650,2143.623
106.020,86.411,2.650,2143.642
105.776,86.155,2.650,2143.653
102.659,82.246,2.650,2143.810
102.399,81.771,2.650,2143.827
102.287,81.327,2.650,2143.842
102.284,80.702,2.650,2143.861
102.513,80.022,2.650,2143.884
102.951,79.469,2.650,2143.906
103.479,79.129,2.650,2143.925
103.611,79.084,2.650,2143.930
103.187,77.880,2.650,2143.970
102.918,76.843,2.650,2144.003
102.749,75.972,2.650,2144.031
102.614,74.909,2.650,2144.065
102.600,74.652,2.650,2144.073
102.461,74.669,2.650,2144.077
101.838,74.591,2.650,2144.097
101.203,74.283,2.650,2144.119
100.702,73.771,2.650,2144.142
100.433,73.206,2.650,2144.161
100.341,72.780,2.650,2144.175
100.370,72.216,2.650,2144.193
101.483,67.342,2.650,2144.349
101.591,67.006,2.650,2144.360
101.925,66.470,2.650,2144.380
102.422,66.065,2.650,2144.400
102.862,65.865,2.650,2144.415
103.491,65.754,2.650,2144.435
104.129,65.856,2.650,2144.456
104.569,66.049,2.650,2144.471
104.713,65.789,2.650,2144.480
105.194,65.043,2.650,2144.508
105.829,64.181,2.650,2144.542
106.527,63.366,2.650,2144.575
107.149,62.732,2.650,2144.603
107.404,62.501,2.650,2144.614
107.116,62.165,2.650,2144.628
106.887,61.595,2.650,2144.647
106.821,61.134,2.650,2144.662
106.896,60.484,2.650,2144.682
107.204,59.850,2.650,2144.704
107.703,59.354,2.650,2144.726
112.413,57.074,2.650,2144.890
112.744,56.948,2.650,2144.901
113.372,56.876,2.650,2144.921
113.999,57.011,2.650,2144.941
114.429,57.230,2.650,2144.956
114.908,57.653,2.650,2144.977
115.226,58.215,2.650,2144.997
115.349,58.678,2.650,2145.012
115.562,58.640,2.650,2145.019
116.623,58.533,2.650,2145.052
117.284,58.504,2.650,2145.073
117.937,58.504,2.650,2145.093
118.598,58.533,2.650,2145.114
119.659,58.640,2.650,2145.147
119.872,58.678,2.650,2145.154
119.994,58.218,2.650,2145.169
120.277,57.714,2.650,2145.187
120.609,57.365,2.650,2145.202
121.155,57.029,2.650,2145.222
121.788,56.887,2.650,2145.243
122.173,56.901,2.650,2145.255
122.175,56.879,2.650,2145.256
122.760,57.050,2.650,2145.275
127.258,59.217,2.650,2145.431
127.562,59.397,2.650,2145.442
128.010,59.843,2.650,2145.462
128.295,60.417,2.650,2145.482
128.392,60.891,2.650,2145.497
128.360,61.528,2.650,2145.517
128.119,62.128,2.650,2145.538
127.832,62.515,2.650,2145.553
128.072,62.732,2.650,2145.563
128.693,63.366,2.650,2145.591
129.392,64.181,2.650,2145.624
130.027,65.043,2.650,2145.658
130.508,65.789,2.650,2145.686
130.652,66.049,2.650,2145.695
131.092,65.856,2.650,2145.710
131.730,65.754,2.650,2145.730
132.359,65.865,2.650,2145.750
132.799,66.065,2.650,2145.766
133.296,66.470,2.650,2145.786
133.630,67.006,2.650,2145.805
133.738,67.342,2.650,2145.817
134.860,72.265,2.650,2145.975
134.880,72.828,2.650,2145.993
134.863,72.826,2.650,2145.993
134.794,73.187,2.650,2146.005
134.545,73.718,2.650,2146.023
134.236,74.089,2.650,2146.038
133.717,74.461,2.650,2146.058
133.098,74.647,2.650,2146.078
132.620,74.664,2.650,2146.093
132.607,74.909,2.650,2146.101
132.471,75.972,2.650,2146.135
132.303,76.843,2.650,2146.163
132.034,77.880,2.650,2146.196
131.638,79.018,2.650,2146.234
131.100,79.331,2.650,2146.234
131.514,79.446,2.650,2146.247
131.819,79.607,2.650,2146.258
132.214,79.967,2.650,2146.275
132.466,80.430,2.650,2146.291
132.560,80.805,2.650,2146.304
132.555,81.335,2.650,2146.320
132.381,81.828,2.650,2146.337
132.220,82.070,2.650,2146.346
128.999,86.092,2.650,2146.507
128.511,86.400,2.650,2146.525
127.949,86.530,2.650,2146.543
127.411,86.472,2.650,2146.560
127.065,86.338,2.650,2146.572
126.648,86.049,2.650,2146.588
126.345,85.641,2.650,2146.604
126.241,85.424,2.650,2146.611
125.760,85.765,2.650,2146.630
124.873,86.315,2.650,2146.663
123.945,86.800,2.650,2146.695
123.154,87.148,2.650,2146.723
122.175,87.510,2.650,2146.755
121.506,87.702,2.650,2146.777
121.675,88.099,2.650,2146.791
121.739,88.438,2.650,2146.801
121.704,88.971,2.650,2146.818
121.500,89.457,2.650,2146.835
121.265,89.765,2.650,2146.847
120.847,90.091,2.650,2146.864
120.354,90.262,2.650,2146.880
120.063,90.287,2.650,2146.889
114.905,90.275,2.650,2147.051
114.365,90.086,2.650,2147.069
113.914,89.729,2.650,2147.087
113.624,89.272,2.650,2147.104
113.513,88.918,2.650,2147.115
113.479,88.412,2.650,2147.131
113.609,87.920,2.650,2147.147
113.715,87.702,2.650,2147.155
113.046,87.510,2.650,2147.177
112.067,87.148,2.650,2147.209
111.276,86.800,2.650,2147.236
110.348,86.315,2.650,2147.269
109.461,85.765,2.650,2147.302
108.980,85.424,2.650,2147.321
108.775,85.802,2.650,2147.334
108.551,86.063,2.650,2147.345
108.112,86.368,2.650,2147.362
107.604,86.512,2.650,2147.378
107.218,86.520,2.650,2147.390
106.702,86.396,2.650,2147.407
106.261,86.117,2.650,2147.423
106.061,85.907,2.650,2147.432
102.975,82.037,2.650,2147.588
102.753,81.632,2.650,2147.602
102.664,81.279,2.650,2147.613
102.661,80.763,2.650,2147.630
102.850,80.205,2.650,2147.648
103.208,79.752,2.650,2147.666
103.644,79.471,2.650,2147.682
104.121,79.331,2.650,2147.698
103.885,78.763,2.650,2147.717
103.548,77.772,2.650,2147.750
103.286,76.760,2.650,2147.783
103.122,75.912,2.650,2147.810
102.990,74.875,2.650,2147.843
102.954,74.207,2.650,2147.864
102.758,74.253,2.650,2147.870
102.461,74.289,2.650,2147.879
101.946,74.225,2.650,2147.896
101.427,73.972,2.650,2147.914
101.015,73.552,2.650,2147.932
100.794,73.085,2.650,2147.948
100.721,72.729,2.650,2147.960
100.745,72.268,2.650,2147.974
101.847,67.442,2.650,2148.129
101.935,67.166,2.650,2148.139
102.212,66.723,2.650,2148.155
102.623,66.388,2.650,2148.172
102.974,66.228,2.650,2148.184
103.494,66.137,2.650,2148.200
104.022,66.221,2.650,2148.217
104.337,66.359,2.650,2148.228
104.687,66.612,2.650,2148.241
105.037,65.983,2.650,2148.264
105.505,65.257,2.650,2148.291
106.124,64.416,2.650,2148.324
106.806,63.621,2.650,2148.357
107.410,63.004,2.650,2148.384
107.963,62.503,2.650,2148.407
107.774,62.353,2.650,2148.415
107.443,61.967,2.650,2148.431
107.254,61.496,2.650,2148.446
107.201,61.128,2.650,2148.458
107.263,60.591,2.650,2148.475
107.516,60.072,2.650,2148.493
107.924,59.666,2.650,2148.511
112.562,57.420,2.650,2148.673
112.834,57.317,2.650,2148.682
113.353,57.257,2.650,2148.698
113.871,57.370,2.650,2148.715
114.216,57.545,2.650,2148.727
114.611,57.894,2.650,2148.744
114.874,58.359,2.650,2148.760
114.963,58.692,2.650,2148.771
114.983,59.125,2.650,2148.785
115.613,59.014,2.650,2148.805
116.650,58.910,2.650,2148.838
117.292,58.881,2.650,2148.858
117.929,58.881,2.650,2148.878
118.570,58.910,2.650,2148.898
119.607,59.014,2.650,2148.930
120.238,59.125,2.650,2148.951
120.258,58.692,2.650,2148.964
120.346,58.361,2.650,2148.975
120.583,57.939,2.650,2148.990
120.848,57.661,2.650,2149.002
121.299,57.383,2.650,2149.019
121.823,57.265,2.650,2149.035
122.200,57.280,2.650,2149.047
122.624,57.404,2.650,2149.061
127.080,59.550,2.650,2149.216
127.330,59.698,2.650,2149.225
127.700,60.066,2.650,2149.242
127.935,60.541,2.650,2149.258
128.013,60.919,2.650,2149.270
127.986,61.446,2.650,2149.287
127.787,61.942,2.650,2149.304
127.582,62.219,2.650,2149.315
127.257,62.503,2.650,2149.328
127.811,63.004,2.650,2149.351
128.415,63.621,2.650,2149.379
129.096,64.416,2.650,2149.411
129.716,65.257,2.650,2149.444
130.184,65.983,2.650,2149.471
130.534,66.612,2.650,2149.494
130.883,66.359,2.650,2149.507
131.199,66.221,2.650,2149.518
131.727,66.137,2.650,2149.535
132.246,66.228,2.650,2149.551
132.598,66.388,2.650,2149.564
133.009,66.723,2.650,2149.580
133.286,67.166,2.650,2149.597
133.374,67.442,2.650,2149.606
134.485,72.314,2.650,2149.762
134.499,72.723,2.650,2149.775
134.432,73.070,2.650,2149.786
134.224,73.514,2.650,2149.802
133.977,73.811,2.650,2149.814
133.549,74.118,2.650,2149.830
133.037,74.272,2.650,2149.847
132.692,74.284,2.650,2149.858
132.267,74.208,2.650,2149.871
132.231,74.875,2.650,2149.892
132.099,75.912,2.650,2149.925
131.935,76.760,2.650,2149.952
131.672,77.772,2.650,2149.985
131.335,78.763,2.650,2150.018
131.123,79.276,2.650,2150.035
131.914,73.739,2.650,2150.035
131.855,74.841,2.650,2150.070
131.726,75.852,2.650,2150.102
131.567,76.677,2.650,2150.128
131.311,77.664,2.650,2150.160
130.982,78.630,2.650,2150.192
130.567,79.598,2.650,2150.225
131.140,79.727,2.650,2150.244
131.370,79.797,2.650,2150.251
131.600,79.918,2.650,2150.259
131.913,80.204,2.650,2150.273
132.112,80.569,2.650,2150.286
132.183,80.850,2.650,2150.295
132.178,81.269,2.650,2150.308
132.041,81.658,2.650,2150.321
131.915,81.847,2.650,2150.328
128.744,85.807,2.650,2150.487
128.364,86.047,2.650,2150.501
127.926,86.148,2.650,2150.515
127.501,86.102,2.650,2150.529
127.242,86.003,2.650,2150.537
126.914,85.775,2.650,2150.550
126.670,85.445,2.650,2150.563
126.383,84.846,2.650,2150.583
125.552,85.450,2.650,2150.616
124.686,85.987,2.650,2150.648
123.781,86.460,2.650,2150.680
123.012,86.798,2.650,2150.706
122.057,87.151,2.650,2150.738
120.971,87.464,2.650,2150.773
121.311,88.205,2.650,2150.799
121.360,88.461,2.650,2150.807
121.332,88.883,2.650,2150.820
121.171,89.267,2.650,2150.833
120.995,89.497,2.650,2150.842
120.664,89.755,2.650,2150.856
120.274,89.890,2.650,2150.869
120.048,89.910,2.650,2150.876
114.970,89.898,2.650,2151.035
114.550,89.752,2.650,2151.049
114.198,89.473,2.650,2151.063
113.969,89.112,2.650,2151.076
113.886,88.847,2.650,2151.085
113.859,88.449,2.650,2151.098
113.964,88.052,2.650,2151.110
114.250,87.464,2.650,2151.131
113.164,87.151,2.650,2151.166
112.209,86.798,2.650,2151.198
111.440,86.460,2.650,2151.225
110.535,85.987,2.650,2151.257
109.669,85.450,2.650,2151.289
108.838,84.846,2.650,2151.321
108.466,85.583,2.650,2151.347
108.296,85.781,2.650,2151.355
107.948,86.022,2.650,2151.368
107.548,86.136,2.650,2151.381
107.258,86.142,2.650,2151.390
106.851,86.044,2.650,2151.403
106.502,85.823,2.650,2151.416
106.346,85.659,2.650,2151.423
103.290,81.827,2.650,2151.577
103.107,81.493,2.650,2151.589
103.041,81.231,2.650,2151.597
103.038,80.824,2.650,2151.610
103.186,80.388,2.650,2151.625
103.465,80.035,2.650,2151.639
103.809,79.813,2.650,2151.652
104.030,79.739,2.650,2151.659
104.654,79.598,2.650,2151.679
104.238,78.630,2.650,2151.712
103.910,77.664,2.650,2151.744
103.654,76.677,2.650,2151.776
103.494,75.852,2.650,2151.802
103.365,74.841,2.650,2151.834
103.307,73.739,2.650,2151.869
102.693,73.881,2.650,2151.889
102.462,73.909,2.650,2151.896
102.055,73.858,2.650,2151.909
101.651,73.662,2.650,2151.923
101.329,73.333,2.650,2151.937
101.154,72.965,2.650,2151.950
101.100,72.701,2.650,2151.959
101.120,72.320,2.650,2151.971
102.211,67.542,2.650,2152.124
102.280,67.326,2.650,2152.131
102.499,66.976,2.650,2152.144
102.823,66.711,2.650,2152.157
103.087,66.591,2.650,2152.166
103.497,66.519,2.650,2152.180
103.915,66.586,2.650,2152.193
104.153,66.690,2.650,2152.201
104.799,67.185,2.650,2152.226
105.360,66.177,2.650,2152.263
105.815,65.471,2.650,2152.289
106.420,64.650,2.650,2152.321
107.084,63.876,2.650,2152.353
107.671,63.276,2.650,2152.379
108.556,62.492,2.650,2152.416
108.037,62.080,2.650,2152.437
107.769,61.769,2.650,2152.450
107.621,61.398,2.650,2152.462
107.581,61.123,2.650,2152.471
107.630,60.699,2.650,2152.485
107.827,60.294,2.650,2152.499
108.145,59.977,2.650,2152.513
112.711,57.767,2.650,2152.672
112.924,57.686,2.650,2152.679
113.334,57.639,2.650,2152.692
113.744,57.728,2.650,2152.705
114.002,57.859,2.650,2152.714
114.314,58.135,2.650,2152.727
114.522,58.503,2.650,2152.740
114.589,58.755,2.650,2152.749
114.605,59.575,2.650,2152.774
115.665,59.388,2.650,2152.808
116.678,59.286,2.650,2152.840
117.300,59.258,2.650,2152.860
117.920,59.258,2.650,2152.879
118.543,59.286,2.650,2152.899
119.556,59.388,2.650,2152.930
120.616,59.575,2.650,2152.964
120.632,58.755,2.650,2152.990
120.698,58.504,2.650,2152.998
120.889,58.165,2.650,2153.010
121.088,57.956,2.650,2153.019
121.443,57.737,2.650,2153.032
121.857,57.644,2.650,2153.046
122.139,57.655,2.650,2153.054
122.488,57.757,2.650,2153.066
126.902,59.882,2.650,2153.219
127.097,59.998,2.650,2153.227
127.390,60.289,2.650,2153.240
127.576,60.665,2.650,2153.253
127.634,60.948,2.650,2153.262
127.613,61.364,2.650,2153.275
127.455,61.757,2.650,2153.288
127.300,61.966,2.650,2153.296
126.665,62.492,2.650,2153.322
127.549,63.276,2.650,2153.359
128.137,63.876,2.650,2153.385
128.801,64.650,2.650,2153.417
129.405,65.471,2.650,2153.449
129.860,66.177,2.650,2153.476
130.421,67.185,2.650,2153.512
131.067,66.690,2.650,2153.537
131.306,66.586,2.650,2153.546
131.724,66.519,2.650,2153.559
132.134,66.591,2.650,2153.572
132.397,66.711,2.650,2153.581
132.722,66.976,2.650,2153.594
132.941,67.326,2.650,2153.607
133.010,67.542,2.650,2153.614
134.109,72.363,2.650,2153.769
134.121,72.694,2.650,2153.780
134.071,72.952,2.650,2153.788
133.904,73.310,2.650,2153.800
133.718,73.533,2.650,2153.809
133.380,73.775,2.650,2153.822
132.975,73.896,2.650,2153.836
132.714,73.906,2.650,2153.844
131.972,73.753,2.650,2153.868
133.583,73.106,2.650,2153.868
133.459,73.254,2.650,2153.874
133.212,73.432,2.650,2153.883
132.913,73.521,2.650,2153.893
132.737,73.528,2.650,2153.899
132.549,73.499,2.650,2153.904
132.088,73.392,2.650,2153.919
131.526,73.233,2.650,2153.938
131.532,73.815,2.650,2153.956
131.480,74.807,2.650,2153.987
131.354,75.793,2.650,2154.018
131.199,76.594,2.650,2154.044
130.949,77.556,2.650,2154.075
130.629,78.496,2.650,2154.106
130.317,79.250,2.650,2154.132
130.005,79.887,2.650,2154.154
130.583,79.988,2.650,2154.172
131.044,80.092,2.650,2154.187
131.226,80.147,2.650,2154.193
131.382,80.229,2.650,2154.199
131.612,80.440,2.650,2154.208
131.758,80.707,2.650,2154.218
131.805,80.894,2.650,2154.224
131.802,81.202,2.650,2154.234
131.701,81.488,2.650,2154.243
131.610,81.625,2.650,2154.248
128.489,85.522,2.650,2154.405
128.217,85.694,2.650,2154.415
127.903,85.767,2.650,2154.425
127.591,85.733,2.650,2154.435
127.420,85.667,2.650,2154.441
127.180,85.500,2.650,2154.450
126.994,85.250,2.650,2154.460
126.766,84.774,2.650,2154.476
126.540,84.233,2.650,2154.495
126.009,84.664,2.650,2154.516
125.343,85.136,2.650,2154.542
124.499,85.660,2.650,2154.573
123.618,86.120,2.650,2154.604
122.871,86.448,2.650,2154.629
121.939,86.793,2.650,2154.661
120.984,87.068,2.650,2154.692
120.390,87.196,2.650,2154.711
120.671,87.709,2.650,2154.729
120.877,88.134,2.650,2154.744
120.947,88.311,2.650,2154.750
120.980,88.484,2.650,2154.755
120.960,88.795,2.650,2154.765
120.842,89.076,2.650,2154.775
120.725,89.230,2.650,2154.781
120.482,89.419,2.650,2154.790
120.195,89.519,2.650,2154.800
120.032,89.533,2.650,2154.805
115.034,89.521,2.650,2154.962
114.734,89.417,2.650,2154.972
114.482,89.217,2.650,2154.982
114.314,88.951,2.650,2154.992
114.259,88.777,2.650,2154.997
114.239,88.485,2.650,2155.007
114.320,88.184,2.650,2155.016
114.550,87.709,2.650,2155.033
114.831,87.196,2.650,2155.051
114.237,87.068,2.650,2155.070
113.281,86.793,2.650,2155.102
112.350,86.448,2.650,2155.133
111.603,86.120,2.650,2155.158
110.722,85.660,2.650,2155.189
109.878,85.136,2.650,2155.221
109.212,84.664,2.650,2155.246
108.681,84.233,2.650,2155.268
108.455,84.774,2.650,2155.286
108.156,85.365,2.650,2155.307
108.041,85.499,2.650,2155.312
107.785,85.677,2.650,2155.322
107.492,85.760,2.650,2155.332
107.299,85.764,2.650,2155.338
107.000,85.692,2.650,2155.347
106.743,85.530,2.650,2155.357
106.630,85.411,2.650,2155.362
103.605,81.617,2.650,2155.514
103.461,81.354,2.650,2155.524
103.417,81.183,2.650,2155.529
103.416,80.885,2.650,2155.538
103.522,80.571,2.650,2155.549
103.722,80.318,2.650,2155.559
103.974,80.155,2.650,2155.568
104.132,80.102,2.650,2155.574
104.638,79.988,2.650,2155.590
105.216,79.887,2.650,2155.608
104.904,79.250,2.650,2155.630
104.591,78.496,2.650,2155.656
104.271,77.556,2.650,2155.687
104.022,76.594,2.650,2155.718
103.867,75.793,2.650,2155.744
103.741,74.807,2.650,2155.775
103.689,73.815,2.650,2155.806
103.695,73.233,2.650,2155.824
103.133,73.392,2.650,2155.843
102.627,73.509,2.650,2155.859
102.462,73.529,2.650,2155.864
102.164,73.492,2.650,2155.874
101.874,73.351,2.650,2155.884
101.642,73.114,2.650,2155.894
101.514,72.845,2.650,2155.904
101.479,72.673,2.650,2155.909
101.495,72.372,2.650,2155.918
102.575,67.642,2.650,2156.071
102.625,67.486,2.650,2156.076
102.785,67.229,2.650,2156.085
103.024,67.034,2.650,2156.095
103.200,66.954,2.650,2156.101
103.500,66.901,2.650,2156.111
103.808,66.950,2.650,2156.120
103.969,67.021,2.650,2156.126
104.126,67.129,2.650,2156.132
104.495,67.425,2.650,2156.147
104.932,67.813,2.650,2156.165
105.201,67.239,2.650,2156.185
105.684,66.371,2.650,2156.216
106.126,65.685,2.650,2156.242
106.715,64.885,2.650,2156.273
107.362,64.131,2.650,2156.304
107.933,63.548,2.650,2156.329
108.670,62.882,2.650,2156.361
109.189,62.476,2.650,2156.381
108.713,62.135,2.650,2156.400
108.299,61.807,2.650,2156.416
108.096,61.570,2.650,2156.426
107.987,61.299,2.650,2156.435
107.961,61.118,2.650,2156.441
107.998,60.806,2.650,2156.451
108.138,60.517,2.650,2156.461
108.367,60.289,2.650,2156.471
112.861,58.114,2.650,2156.627
113.014,58.056,2.650,2156.633
113.315,58.021,2.650,2156.642
113.616,58.086,2.650,2156.652
113.788,58.173,2.650,2156.658
114.016,58.375,2.650,2156.667
114.170,58.647,2.650,2156.677
114.216,58.817,2.650,2156.683
114.229,59.007,2.650,2156.689
114.228,59.480,2.650,2156.703
114.197,60.064,2.650,2156.722
114.739,59.934,2.650,2156.739
115.717,59.762,2.650,2156.770
116.705,59.662,2.650,2156.802
117.309,59.635,2.650,2156.820
117.912,59.635,2.650,2156.839
118.516,59.662,2.650,2156.858
119.504,59.762,2.650,2156.889
120.482,59.934,2.650,2156.921
121.023,60.064,2.650,2156.938
120.993,59.480,2.650,2156.956
120.992,59.007,2.650,2156.971
121.005,58.817,2.650,2156.977
121.051,58.647,2.650,2156.983
121.194,58.391,2.650,2156.992
121.327,58.252,2.650,2156.998
121.587,58.091,2.650,2157.008
121.892,58.023,2.650,2157.017
122.078,58.030,2.650,2157.023
122.353,58.110,2.650,2157.032
126.724,60.215,2.650,2157.184
126.864,60.298,2.650,2157.189
127.079,60.512,2.650,2157.199
127.216,60.788,2.650,2157.209
127.255,60.977,2.650,2157.215
127.240,61.282,2.650,2157.224
127.123,61.571,2.650,2157.234
127.018,61.713,2.650,2157.239
126.878,61.841,2.650,2157.245
126.508,62.135,2.650,2157.260
126.032,62.476,2.650,2157.279
126.551,62.882,2.650,2157.299
127.288,63.548,2.650,2157.330
127.859,64.131,2.650,2157.356
128.506,64.885,2.650,2157.387
129.095,65.685,2.650,2157.418
129.537,66.371,2.650,2157.444
130.020,67.239,2.650,2157.475
130.288,67.813,2.650,2157.495
130.726,67.425,2.650,2157.513
131.095,67.129,2.650,2157.528
131.252,67.021,2.650,2157.534
131.413,66.950,2.650,2157.540
131.721,66.901,2.650,2157.549
132.021,66.954,2.650,2157.559
132.197,67.034,2.650,2157.565
132.435,67.229,2.650,2157.575
132.596,67.486,2.650,2157.584
132.646,67.642,2.650,2157.589
133.734,72.412,2.650,2157.743
133.742,72.664,2.650,2157.751
133.710,72.835,2.650,2157.756
133.608,73.052,2.650,2157.764
133.670,73.278,2.650,2157.764
138.857,69.527,2.650,2157.764
138.483,69.648,2.650,2157.776
137.729,69.841,2.650,2157.800
137.176,70.063,2.650,2157.819
136.649,70.378,2.650,2157.838
136.178,70.771,2.650,2157.857
135.774,71.234,2.650,2157.877
135.443,71.761,2.650,2157.896
135.192,72.369,2.650,2157.917
